Fecha,Irradiancia,Tambiente,Tmodulo,Potencia
2022-01-20 15:00:00,603.7,30.8,40.3,1.3
2022-01-20 16:00:00,422.3,29.5,36.0,0.86
2022-01-20 17:00:00,33.7,25.5,25.7,0.09
2022-01-20 18:00:00,180.0,24.4,23.5,0.16
2022-01-20 19:00:00,0.0,23.3,22.0,0.0
2022-01-21 06:00:00,0.0,19.0,18.0,0.0
2022-01-21 07:00:00,0.0,19.8,18.8,0.0
2022-01-21 08:00:00,173.1,24.8,23.4,0.43
2022-01-21 09:00:00,437.5,27.2,34.1,0.94
2022-01-21 10:00:00,616.6,29.1,41.5,1.3
2022-01-21 11:00:00,754.7,32.3,48.6,1.6
2022-01-21 12:00:00,898.7,33.5,51.9,1.85
2022-01-21 13:00:00,916.2,32.2,54.0,1.79
2022-01-21 14:00:00,851.2,31.8,46.6,1.74
2022-01-21 15:00:00,118.6,29.8,38.2,0.26
2022-01-21 16:00:00,403.0,30.8,38.3,0.82
2022-01-21 17:00:00,141.5,28.2,30.8,0.14
2022-01-21 18:00:00,180.0,24.8,23.7,0.16
2022-01-21 19:00:00,0.0,23.9,22.0,0.0
2022-01-22 06:00:00,0.0,19.3,18.2,0.0
2022-01-22 07:00:00,0.0,18.8,18.0,0.0
2022-01-22 08:00:00,171.8,27.2,24.2,0.42
2022-01-22 09:00:00,428.7,28.2,36.8,0.91
2022-01-22 10:00:00,669.3,30.1,41.6,1.43
2022-01-22 11:00:00,146.7,29.0,35.3,0.34
2022-01-22 12:00:00,848.3,31.8,46.0,1.84
2022-01-22 13:00:00,838.4,31.0,53.9,1.67
2022-01-22 14:00:00,764.1,30.3,47.0,1.57
2022-01-22 15:00:00,181.8,29.5,39.7,0.52
2022-01-22 16:00:00,435.2,31.0,37.8,0.89
2022-01-22 17:00:00,194.1,28.8,31.3,0.16
2022-01-22 18:00:00,180.0,28.8,31.3,0.16
2022-01-22 19:00:00,0.0,23.1,21.8,0.0
2022-01-23 06:00:00,0.0,19.1,17.8,0.0
2022-01-23 07:00:00,0.0,18.7,17.8,0.0
2022-01-23 08:00:00,76.5,21.9,21.8,0.22
2022-01-23 09:00:00,442.8,27.8,33.8,0.97
2022-01-23 10:00:00,232.7,26.6,34.2,0.54
2022-01-23 11:00:00,812.1,30.6,47.1,1.76
2022-01-23 12:00:00,861.8,31.6,49.1,1.84
2022-01-23 13:00:00,862.9,29.1,47.5,1.77
2022-01-23 14:00:00,796.8,29.1,47.2,1.64
2022-01-23 15:00:00,626.0,31.2,44.3,1.35
2022-01-23 16:00:00,429.4,29.9,34.4,0.91
2022-01-23 17:00:00,129.1,26.6,27.5,0.17
2022-01-23 18:00:00,180.0,24.1,23.6,0.16
2022-01-23 19:00:00,0.0,23.2,22.3,0.0
2022-01-24 06:00:00,0.0,20.1,19.4,0.0
